customer_id,age,gender,city,education,employment_type,monthly_income,credit_score,loan_amount,loan_term_months,interest_rate,existing_loans,default_history,marital_status,dependents,property_ownership,vehicle_ownership,insurance,bank_balance,avg_monthly_expense,last_login_days,mobile_app_user,customer_rating,churn_risk,loan_approved
1374.0,,Male,,,Business,120717.0,726.0,429860.0,12.0,7.15,5.0,,Single,1.0,Rented,Yes,No,378104.0,8559.0,9.0,Yes,4.1,High,
1375.0,66.0,Male,Delhi,,,61768.0,338.0,,60.0,11.63,0.0,Yes,Single,3.0,Rented,Yes,Yes,203456.0,82216.0,5.0,Yes,1.9,Low,Yes
,46.0,Male,Delhi,PhD,Unemployed,42653.0,718.0,,48.0,,1.0,Yes,Divorced,0.0,Owned,No,No,,52986.0,,No,1.4,Medium,Yes
1377.0,50.0,Male,Hyderabad,High School,Salaried,86049.0,320.0,,72.0,16.24,2.0,No,Married,,Mortgaged,Yes,No,1236518.0,40572.0,3.0,,4.4,High,
1378.0,35.0,Female,Mumbai,PhD,,48910.0,858.0,272302.0,24.0,13.95,3.0,,Single,0.0,Mortgaged,Yes,Yes,715247.0,76812.0,200.0,No,3.7,Medium,Yes
1379.0,39.0,Female,,Diploma,Business,140861.0,481.0,,60.0,11.6,1.0,Yes,Married,4.0,Rented,Yes,Yes,,57779.0,322.0,No,1.9,Medium,No
1380.0,51.0,Female,Mumbai,Graduate,Salaried,62359.0,768.0,560361.0,,10.66,5.0,No,Married,0.0,Rented,Yes,Yes,802068.0,93846.0,122.0,No,4.6,Low,No
1381.0,25.0,Female,,,Business,151369.0,557.0,537975.0,12.0,18.33,4.0,Yes,Divorced,5.0,,No,No,1017557.0,55343.0,180.0,,1.5,High,Yes
,22.0,Male,Bangalore,Graduate,,34891.0,453.0,276173.0,24.0,16.26,1.0,No,Married,,Mortgaged,No,,731233.0,7993.0,308.0,No,4.2,Medium,No
1383.0,23.0,Male,Hyderabad,PhD,Self-Employed,125911.0,365.0,209425.0,48.0,9.57,4.0,No,Divorced,1.0,Mortgaged,Yes,No,680941.0,26921.0,274.0,No,4.1,Low,Yes
1384.0,65.0,Female,,Graduate,Business,116711.0,718.0,,48.0,9.91,0.0,No,Married,,,Yes,No,,57691.0,126.0,No,1.1,Low,Yes
1385.0,55.0,Female,Chennai,Graduate,,107810.0,320.0,173597.0,12.0,17.32,4.0,Yes,Married,1.0,Rented,No,Yes,1027221.0,96787.0,127.0,Yes,2.7,High,Yes
,48.0,Female,Mumbai,High School,Salaried,37350.0,738.0,607188.0,36.0,17.4,1.0,Yes,Single,,Mortgaged,Yes,Yes,122158.0,66876.0,258.0,No,1.9,Medium,No
1387.0,,Male,Delhi,,Self-Employed,9483.0,,385487.0,24.0,19.26,1.0,,Divorced,,Owned,No,No,190310.0,50660.0,311.0,,3.5,Low,No
1388.0,47.0,Female,Bangalore,PhD,Salaried,77874.0,507.0,84485.0,72.0,,1.0,Yes,Married,5.0,Mortgaged,Yes,Yes,1000546.0,90491.0,102.0,,,Medium,Yes
1389.0,51.0,Female,Hyderabad,Post Graduate,Business,,855.0,659106.0,72.0,11.56,,Yes,Married,2.0,Mortgaged,No,Yes,718087.0,28886.0,320.0,No,2.5,Medium,
1390.0,23.0,Male,Mumbai,,Self-Employed,112751.0,704.0,386268.0,24.0,,,Yes,,2.0,Mortgaged,Yes,No,192653.0,58112.0,,No,4.3,Medium,Yes
1391.0,42.0,Female,Hyderabad,Graduate,Business,41357.0,540.0,696987.0,24.0,10.39,1.0,No,Single,2.0,Owned,Yes,,1367988.0,45964.0,,Yes,,High,No
1392.0,18.0,Male,Pune,Diploma,,125366.0,473.0,716282.0,24.0,12.35,2.0,Yes,Single,,Owned,Yes,,234434.0,14625.0,242.0,No,4.5,High,Yes
1393.0,57.0,Female,,PhD,Unemployed,46600.0,815.0,201778.0,48.0,15.12,3.0,Yes,Married,5.0,Rented,No,No,1250612.0,94210.0,237.0,No,4.2,Low,No
1394.0,34.0,Male,Mumbai,High School,Salaried,16389.0,345.0,289730.0,12.0,7.2,1.0,No,Single,3.0,,Yes,Yes,1249180.0,16242.0,256.0,,,Low,No
1395.0,34.0,Male,,Diploma,Unemployed,186306.0,331.0,681406.0,36.0,18.94,2.0,No,Single,0.0,Owned,No,,205751.0,68350.0,124.0,Yes,2.1,,Yes
1396.0,30.0,Female,Chennai,PhD,Business,127330.0,,191261.0,,,1.0,No,Single,2.0,Owned,No,Yes,1212459.0,46911.0,354.0,No,1.9,,Yes
1397.0,40.0,Female,Pune,High School,Unemployed,,,150296.0,36.0,8.23,5.0,,Divorced,2.0,Mortgaged,Yes,No,1281679.0,15470.0,122.0,Yes,3.6,Medium,Yes
1398.0,21.0,Male,,Graduate,Self-Employed,59441.0,447.0,610813.0,24.0,8.16,3.0,No,Single,4.0,Rented,Yes,No,84575.0,66276.0,46.0,Yes,3.8,High,Yes
1399.0,38.0,Female,Hyderabad,High School,Business,54995.0,838.0,172884.0,48.0,16.39,1.0,Yes,Married,2.0,Mortgaged,No,Yes,,49329.0,250.0,No,1.7,Low,
1400.0,22.0,Male,Delhi,Graduate,Salaried,72219.0,700.0,278316.0,24.0,18.58,5.0,Yes,,0.0,Mortgaged,Yes,Yes,757981.0,29622.0,92.0,,1.3,Low,No
1401.0,24.0,Female,Hyderabad,Diploma,Unemployed,,593.0,249510.0,24.0,14.02,1.0,No,Single,5.0,Mortgaged,Yes,No,503769.0,51599.0,192.0,No,2.0,Medium,Yes
1402.0,55.0,,,Post Graduate,Salaried,143770.0,325.0,267582.0,12.0,12.35,4.0,No,Divorced,4.0,Rented,,,602771.0,27912.0,133.0,Yes,4.2,Low,
1403.0,32.0,Male,Hyderabad,Post Graduate,Self-Employed,146162.0,456.0,775555.0,48.0,13.93,3.0,Yes,Divorced,,Owned,Yes,No,210272.0,,241.0,,2.9,High,No
1404.0,24.0,Male,Pune,High School,Unemployed,71971.0,308.0,348430.0,,7.9,1.0,Yes,Married,3.0,,,Yes,428234.0,,278.0,No,2.7,Medium,Yes
1405.0,25.0,Female,Hyderabad,Diploma,Self-Employed,39400.0,747.0,40073.0,60.0,18.31,0.0,No,Divorced,0.0,Mortgaged,Yes,No,821912.0,14229.0,57.0,Yes,3.4,High,No
1406.0,,Female,Chennai,Diploma,Business,31062.0,871.0,271388.0,12.0,7.59,2.0,Yes,Divorced,0.0,Rented,No,No,807799.0,20577.0,,Yes,2.1,High,No
1407.0,65.0,Male,Mumbai,Post Graduate,Salaried,117020.0,708.0,52389.0,,11.09,3.0,No,Divorced,0.0,Rented,Yes,,240393.0,6284.0,226.0,No,2.3,,Yes
1408.0,55.0,Female,Chennai,High School,Self-Employed,152269.0,698.0,566599.0,12.0,14.3,2.0,No,Single,0.0,Owned,No,Yes,167867.0,91460.0,239.0,Yes,2.7,Medium,No
1409.0,51.0,Female,Hyderabad,,,196132.0,762.0,193463.0,,14.14,2.0,No,,0.0,Mortgaged,No,Yes,531155.0,96321.0,81.0,Yes,1.2,High,No
1410.0,,,,,Salaried,79881.0,518.0,437881.0,48.0,6.87,1.0,No,Divorced,4.0,Rented,No,Yes,1333366.0,57328.0,23.0,Yes,1.3,High,No
1411.0,29.0,,,Post Graduate,Business,185023.0,416.0,,60.0,7.62,1.0,No,Married,1.0,Mortgaged,Yes,,209463.0,21073.0,249.0,No,1.9,Medium,Yes
1412.0,42.0,Male,Hyderabad,Diploma,,70743.0,550.0,133529.0,36.0,6.5,0.0,Yes,Married,3.0,Rented,No,No,968966.0,54741.0,268.0,Yes,,High,Yes
1413.0,66.0,Male,Ahmedabad,Post Graduate,Unemployed,158081.0,720.0,650113.0,36.0,9.55,4.0,Yes,Divorced,4.0,Mortgaged,,Yes,450415.0,61077.0,345.0,No,4.5,Low,
1414.0,,Female,Pune,Post Graduate,Salaried,34491.0,343.0,282041.0,36.0,13.15,3.0,Yes,Divorced,4.0,Owned,No,No,618016.0,99169.0,196.0,No,4.1,Medium,Yes
1415.0,63.0,Male,Ahmedabad,Post Graduate,,,475.0,664312.0,72.0,,0.0,Yes,Married,3.0,Mortgaged,Yes,Yes,1189459.0,78755.0,145.0,Yes,3.8,High,
1416.0,,Female,Pune,Diploma,,139544.0,390.0,160145.0,36.0,11.78,2.0,Yes,Divorced,1.0,Owned,No,,,94756.0,351.0,No,3.4,Medium,Yes
1417.0,33.0,Male,Delhi,High School,,35662.0,577.0,393749.0,60.0,,,Yes,Divorced,,Owned,Yes,,,76299.0,287.0,Yes,5.0,High,No
1418.0,33.0,Male,Chennai,Post Graduate,Unemployed,68527.0,831.0,736481.0,60.0,7.85,3.0,No,Single,1.0,Owned,Yes,No,479576.0,6091.0,328.0,Yes,1.7,,No
1419.0,19.0,Female,Chennai,Graduate,Business,89332.0,,,72.0,19.12,4.0,No,Single,,,Yes,Yes,490202.0,38010.0,312.0,Yes,1.5,High,No
1420.0,25.0,Male,Chennai,Graduate,Unemployed,26970.0,488.0,40608.0,24.0,7.52,4.0,Yes,,4.0,Mortgaged,,No,120152.0,89260.0,227.0,No,1.4,High,
1421.0,51.0,Female,Chennai,,Business,,,783829.0,,13.25,4.0,,Married,4.0,Rented,No,Yes,737289.0,42868.0,,Yes,2.0,,Yes
1422.0,47.0,Female,,High School,Unemployed,159732.0,620.0,219559.0,72.0,,3.0,Yes,Divorced,3.0,Rented,No,,364322.0,53558.0,281.0,Yes,2.6,High,No
1423.0,44.0,Female,Delhi,Diploma,Unemployed,187422.0,758.0,666321.0,36.0,15.42,4.0,Yes,Single,3.0,Owned,No,No,636349.0,9785.0,24.0,Yes,,High,
1424.0,45.0,Male,,PhD,Self-Employed,,567.0,271296.0,72.0,11.06,1.0,No,Divorced,1.0,Rented,Yes,No,309533.0,29882.0,266.0,Yes,3.3,Low,
1425.0,65.0,Female,,Diploma,Salaried,10250.0,,456496.0,12.0,8.4,5.0,No,Divorced,3.0,Owned,Yes,No,902056.0,30779.0,132.0,No,2.1,Medium,
1426.0,64.0,Female,Bangalore,Diploma,Salaried,127959.0,300.0,596584.0,,17.25,1.0,,Divorced,4.0,Rented,,,,79009.0,29.0,Yes,1.9,,Yes
1427.0,32.0,Female,Pune,Graduate,Unemployed,43237.0,,330848.0,60.0,11.45,,Yes,Divorced,3.0,Mortgaged,Yes,Yes,,85865.0,287.0,No,3.6,Low,
1428.0,21.0,Male,,High School,Business,27128.0,,,,7.32,2.0,Yes,Divorced,3.0,,,Yes,270713.0,71598.0,294.0,,3.9,Medium,Yes
1429.0,45.0,Female,Ahmedabad,Post Graduate,Business,,717.0,383043.0,12.0,8.39,2.0,Yes,,4.0,,Yes,No,1109431.0,9341.0,142.0,No,4.1,Medium,No
1430.0,34.0,Female,Pune,PhD,Self-Employed,137036.0,566.0,,48.0,8.97,1.0,Yes,Married,4.0,,,,,96673.0,266.0,Yes,2.4,,No
1431.0,58.0,Female,Pune,Post Graduate,Business,122190.0,,,,16.99,0.0,Yes,Divorced,,Mortgaged,Yes,No,1285851.0,35623.0,145.0,No,,Medium,
1432.0,30.0,Male,Ahmedabad,Graduate,Unemployed,,746.0,423855.0,72.0,6.61,0.0,No,Single,4.0,Rented,No,No,772894.0,16608.0,104.0,No,4.5,Low,Yes
1433.0,34.0,Female,Hyderabad,Post Graduate,Salaried,23697.0,345.0,799538.0,72.0,7.54,0.0,No,Divorced,3.0,Rented,Yes,No,285856.0,69455.0,230.0,No,3.4,Low,No
1434.0,25.0,,,Graduate,Business,41657.0,378.0,603694.0,12.0,10.98,1.0,Yes,Divorced,3.0,Mortgaged,No,Yes,851741.0,,90.0,Yes,3.8,Medium,
1435.0,66.0,Male,,PhD,Self-Employed,132916.0,300.0,,72.0,9.26,1.0,No,Single,1.0,Owned,Yes,No,23417.0,24624.0,,Yes,4.7,High,Yes
1436.0,55.0,Female,Delhi,Graduate,Unemployed,54238.0,390.0,198812.0,36.0,9.81,5.0,No,Divorced,4.0,Rented,Yes,Yes,1209219.0,16071.0,175.0,No,3.5,Low,No
1437.0,25.0,Female,Bangalore,Graduate,Business,50355.0,780.0,214433.0,48.0,,4.0,,Married,4.0,Owned,No,Yes,1023112.0,7219.0,133.0,,1.0,Low,No
1438.0,66.0,Male,Pune,,Self-Employed,183256.0,330.0,60168.0,60.0,6.92,2.0,No,Single,5.0,Owned,Yes,Yes,803185.0,39928.0,182.0,No,3.5,Medium,No
1439.0,,Female,Bangalore,Post Graduate,Self-Employed,95865.0,,482058.0,60.0,19.05,,Yes,Single,0.0,Mortgaged,Yes,No,1222830.0,,9.0,Yes,1.3,High,Yes
1440.0,31.0,Male,Hyderabad,Diploma,Unemployed,102584.0,576.0,,24.0,16.64,4.0,Yes,Married,5.0,Rented,Yes,,391274.0,28700.0,330.0,No,2.5,Medium,Yes
1441.0,,Female,,Post Graduate,Business,,477.0,360476.0,72.0,15.08,4.0,No,,5.0,Mortgaged,Yes,Yes,1094684.0,31782.0,88.0,,1.1,High,Yes
,36.0,Male,Delhi,Graduate,Unemployed,87556.0,316.0,246953.0,12.0,18.05,0.0,No,Divorced,2.0,,Yes,No,548649.0,60981.0,164.0,Yes,2.5,Medium,No
1443.0,27.0,Female,Bangalore,PhD,Unemployed,31823.0,,,24.0,14.54,1.0,Yes,Divorced,1.0,Rented,Yes,Yes,1349608.0,31568.0,114.0,Yes,,High,Yes
1444.0,62.0,Male,Mumbai,Diploma,Salaried,152887.0,746.0,,36.0,10.02,5.0,No,Divorced,1.0,Owned,Yes,No,1472956.0,50476.0,64.0,,,,No
,27.0,Female,Delhi,Graduate,Business,193555.0,631.0,515806.0,,10.45,3.0,No,Single,2.0,Owned,Yes,Yes,393175.0,,177.0,No,2.1,High,Yes
1446.0,20.0,Male,Mumbai,PhD,Salaried,,731.0,491562.0,60.0,16.89,4.0,Yes,Divorced,1.0,,No,No,787733.0,97590.0,27.0,Yes,4.2,Medium,No
,51.0,Male,Pune,High School,Unemployed,76818.0,623.0,232858.0,72.0,17.34,,Yes,Single,5.0,Mortgaged,Yes,,1427398.0,79838.0,328.0,No,1.1,High,Yes
1448.0,22.0,Male,Bangalore,,Unemployed,116021.0,,,72.0,6.56,5.0,Yes,Divorced,1.0,Rented,Yes,No,615270.0,17801.0,167.0,,2.1,Low,No
1449.0,20.0,Male,Ahmedabad,,Unemployed,,503.0,119507.0,60.0,13.67,2.0,Yes,Single,,Owned,Yes,Yes,1251598.0,89451.0,124.0,No,2.4,Low,
1450.0,48.0,Female,Ahmedabad,Post Graduate,Self-Employed,135208.0,857.0,720218.0,72.0,10.15,0.0,No,Married,0.0,Owned,No,,433210.0,88824.0,,No,3.8,High,Yes
1451.0,42.0,Male,Bangalore,High School,Business,22978.0,391.0,335793.0,48.0,16.71,,,Married,1.0,Rented,,No,532626.0,58869.0,31.0,Yes,4.1,Low,No
1452.0,23.0,Male,Ahmedabad,High School,,,363.0,255548.0,48.0,13.86,2.0,,Married,1.0,Mortgaged,No,No,319883.0,40645.0,362.0,No,4.8,,
1453.0,20.0,Female,Chennai,Post Graduate,,,369.0,685644.0,,,5.0,Yes,Divorced,3.0,Owned,Yes,Yes,,35336.0,69.0,Yes,3.8,,Yes
,67.0,Male,Ahmedabad,Diploma,Business,157159.0,622.0,425442.0,,10.95,,Yes,Single,3.0,Owned,Yes,No,1201952.0,86180.0,,Yes,1.3,Medium,
1455.0,26.0,Female,Mumbai,Post Graduate,Business,,,297338.0,,7.29,3.0,Yes,Single,2.0,Rented,No,No,891247.0,,56.0,Yes,,,Yes
1456.0,,Male,Mumbai,,Business,,410.0,193351.0,36.0,16.22,1.0,No,Divorced,0.0,,No,No,,89624.0,24.0,Yes,2.5,High,Yes
1457.0,42.0,Male,Ahmedabad,High School,Self-Employed,135785.0,810.0,,36.0,17.82,,No,Divorced,5.0,Rented,Yes,No,1475900.0,64678.0,83.0,No,,Low,No
1458.0,42.0,Male,Mumbai,High School,Unemployed,159718.0,897.0,395749.0,72.0,14.25,4.0,Yes,Divorced,4.0,Rented,Yes,,725821.0,,,Yes,,High,No
1459.0,,Female,Ahmedabad,,Self-Employed,71171.0,616.0,342953.0,36.0,16.05,1.0,Yes,Divorced,4.0,,No,Yes,134791.0,83098.0,179.0,,3.8,,
1460.0,64.0,Male,Chennai,Diploma,Unemployed,142738.0,703.0,436027.0,72.0,17.82,1.0,Yes,Divorced,5.0,Rented,No,Yes,1345535.0,74847.0,154.0,No,1.9,Low,Yes
1461.0,56.0,Male,Chennai,Post Graduate,,149100.0,794.0,290164.0,72.0,10.93,0.0,Yes,Divorced,1.0,Rented,No,,533820.0,53827.0,361.0,Yes,2.4,High,Yes
1462.0,28.0,Female,Mumbai,High School,Salaried,,602.0,79640.0,72.0,13.05,4.0,Yes,Single,1.0,Rented,Yes,No,669101.0,92979.0,259.0,No,3.6,High,
1463.0,43.0,Male,Ahmedabad,PhD,Salaried,56662.0,510.0,,12.0,16.97,4.0,Yes,Single,,Rented,Yes,Yes,547481.0,4667.0,86.0,Yes,4.7,High,Yes
1464.0,25.0,Male,Pune,Graduate,Business,138647.0,305.0,672855.0,12.0,14.92,1.0,No,,5.0,Owned,No,Yes,509488.0,69758.0,,Yes,3.2,Low,
1465.0,41.0,Male,Hyderabad,PhD,Business,178806.0,865.0,259547.0,72.0,7.77,2.0,Yes,Single,3.0,Owned,No,,1432005.0,31714.0,280.0,Yes,1.5,Low,No
1466.0,37.0,Female,Pune,Graduate,Salaried,37126.0,558.0,719734.0,,,1.0,No,Single,3.0,Owned,No,Yes,1393446.0,78214.0,148.0,Yes,1.3,Medium,Yes
1467.0,20.0,Female,Hyderabad,High School,Unemployed,153091.0,485.0,105757.0,24.0,18.84,1.0,No,Single,2.0,Owned,,Yes,224460.0,,62.0,No,2.4,Low,No
1468.0,27.0,Female,Mumbai,,Salaried,,309.0,459799.0,60.0,15.13,,No,Single,0.0,Mortgaged,No,No,96995.0,58498.0,316.0,No,2.1,Low,Yes
1469.0,55.0,Female,Mumbai,Diploma,Business,172251.0,503.0,,48.0,,3.0,,Divorced,0.0,Rented,No,No,,91520.0,209.0,,1.0,High,Yes
1470.0,61.0,Male,Chennai,Graduate,Business,8466.0,356.0,242661.0,24.0,16.46,0.0,No,Single,4.0,Mortgaged,Yes,Yes,83602.0,64662.0,172.0,Yes,3.6,,
1471.0,39.0,Male,Bangalore,PhD,Self-Employed,78327.0,797.0,,12.0,6.71,3.0,Yes,Single,1.0,,Yes,Yes,,4406.0,13.0,Yes,1.7,High,Yes
1472.0,65.0,Female,,High School,Self-Employed,10426.0,747.0,172361.0,24.0,17.43,0.0,No,Single,0.0,Owned,No,No,820460.0,78274.0,63.0,No,3.4,Low,Yes
1473.0,26.0,Male,Pune,High School,Self-Employed,,539.0,607174.0,60.0,15.72,,Yes,Divorced,1.0,Rented,,Yes,1068751.0,,167.0,Yes,1.1,Medium,Yes
1474.0,49.0,Male,,High School,Unemployed,199700.0,807.0,711595.0,36.0,17.9,4.0,Yes,Divorced,0.0,Owned,No,No,888839.0,83285.0,,Yes,2.9,Medium,No
1475.0,45.0,Female,Mumbai,High School,Salaried,120908.0,316.0,798614.0,12.0,15.21,3.0,Yes,Married,0.0,,No,No,1100968.0,,43.0,No,,High,No
1476.0,20.0,Male,Chennai,High School,Self-Employed,,327.0,487803.0,12.0,11.5,5.0,,,,Mortgaged,Yes,No,,30543.0,271.0,,3.2,High,
1477.0,39.0,Male,Hyderabad,Diploma,Salaried,175090.0,725.0,323574.0,24.0,14.03,,Yes,Divorced,2.0,Rented,No,,554814.0,64414.0,360.0,Yes,2.8,,
1478.0,,Female,Bangalore,,Business,,613.0,748161.0,48.0,7.58,2.0,Yes,Single,0.0,Owned,,No,19266.0,59110.0,,No,2.5,High,Yes
1479.0,21.0,Female,Delhi,High School,Unemployed,,865.0,431889.0,72.0,19.26,0.0,No,Single,5.0,Rented,No,Yes,196427.0,40752.0,288.0,No,3.2,High,
1480.0,40.0,Male,Ahmedabad,High School,Unemployed,151998.0,695.0,377005.0,48.0,16.77,0.0,,,0.0,Rented,Yes,Yes,315650.0,13755.0,100.0,,,Low,No
1481.0,,,Ahmedabad,Diploma,Self-Employed,,369.0,724006.0,,17.97,2.0,Yes,Divorced,5.0,Rented,,Yes,313894.0,25726.0,340.0,No,1.5,Medium,Yes
1482.0,59.0,Female,Ahmedabad,Post Graduate,Self-Employed,41418.0,657.0,341843.0,60.0,7.51,5.0,Yes,Divorced,5.0,,Yes,Yes,303051.0,51279.0,250.0,No,,,Yes
,,Male,,PhD,Unemployed,195852.0,467.0,174531.0,72.0,8.11,5.0,No,Single,1.0,Rented,No,Yes,698991.0,73038.0,110.0,Yes,3.0,Low,No
1484.0,43.0,Female,Ahmedabad,High School,Unemployed,,,374354.0,36.0,14.63,2.0,Yes,Married,,Rented,Yes,No,975166.0,20096.0,25.0,No,2.3,Medium,Yes
1485.0,48.0,Male,Bangalore,High School,Salaried,96338.0,,698159.0,60.0,9.71,,No,,3.0,Mortgaged,,Yes,648285.0,71282.0,92.0,Yes,4.3,,No
1486.0,26.0,Female,Ahmedabad,,Self-Employed,11773.0,703.0,30797.0,72.0,7.67,0.0,,Married,4.0,Rented,Yes,No,1300719.0,57065.0,316.0,No,,Low,No
1487.0,40.0,Female,Hyderabad,PhD,Self-Employed,,466.0,668366.0,48.0,16.2,4.0,No,Divorced,1.0,Owned,No,No,1234763.0,35924.0,78.0,Yes,3.0,Medium,No
1488.0,24.0,Male,Pune,PhD,Unemployed,92436.0,439.0,,36.0,13.43,3.0,No,Married,1.0,Owned,Yes,No,194972.0,25763.0,210.0,No,1.7,High,Yes
,23.0,Female,Bangalore,High School,Business,35594.0,660.0,392698.0,12.0,16.23,4.0,Yes,Divorced,2.0,Rented,No,No,466729.0,57289.0,202.0,Yes,3.5,Low,No
1490.0,41.0,Female,Ahmedabad,High School,Salaried,,685.0,249801.0,,14.99,1.0,No,Divorced,3.0,Rented,,,781676.0,60790.0,313.0,No,2.8,High,No
1491.0,50.0,Male,Mumbai,,Salaried,84196.0,323.0,749304.0,24.0,,2.0,Yes,Single,1.0,Mortgaged,No,,352679.0,9941.0,218.0,,3.4,Medium,
1492.0,,,Ahmedabad,Graduate,Self-Employed,40880.0,717.0,406214.0,72.0,12.5,4.0,No,Married,2.0,Rented,,Yes,670561.0,42498.0,140.0,No,2.3,High,Yes
1493.0,63.0,,Bangalore,,Unemployed,44183.0,567.0,659725.0,24.0,7.68,4.0,Yes,Single,4.0,Rented,No,Yes,981467.0,46934.0,,Yes,4.6,Low,Yes
1494.0,49.0,Female,Ahmedabad,Diploma,Self-Employed,173249.0,,255270.0,60.0,12.49,0.0,Yes,Married,,Rented,Yes,No,317154.0,19651.0,,Yes,,Low,No
,,Male,Mumbai,Post Graduate,Business,91506.0,312.0,28801.0,60.0,7.35,1.0,Yes,Married,1.0,,No,No,516980.0,31110.0,345.0,Yes,4.7,High,
1496.0,22.0,Female,Delhi,Graduate,Salaried,,411.0,148544.0,,9.3,2.0,No,Single,2.0,Owned,No,No,188464.0,30955.0,280.0,No,4.7,,Yes
,,,Bangalore,,Unemployed,130261.0,802.0,98444.0,12.0,,0.0,No,Single,0.0,Owned,Yes,Yes,,59956.0,123.0,No,2.9,Low,No
1498.0,20.0,Female,,High School,Salaried,168577.0,869.0,427311.0,60.0,11.48,2.0,No,Divorced,0.0,Rented,No,,866998.0,57997.0,83.0,,1.6,Medium,Yes
1499.0,23.0,Male,Mumbai,High School,Business,136752.0,651.0,390405.0,,17.61,0.0,No,Divorced,5.0,Rented,,No,928039.0,63696.0,123.0,,4.8,Medium,Yes
,65.0,Male,Hyderabad,Graduate,Self-Employed,192696.0,,614144.0,,14.66,0.0,No,Single,0.0,Owned,Yes,No,1469038.0,,272.0,Yes,3.0,Low,Yes
1501.0,,Female,Mumbai,,,94683.0,,,60.0,,2.0,No,Single,5.0,Owned,Yes,,839733.0,49574.0,56.0,No,3.3,High,No
1502.0,47.0,Female,Ahmedabad,,,184521.0,657.0,,72.0,15.57,3.0,No,Divorced,1.0,Rented,Yes,Yes,,89861.0,315.0,Yes,4.6,,Yes
1503.0,42.0,Female,Bangalore,,Salaried,11309.0,351.0,394644.0,12.0,17.22,,Yes,Married,5.0,Owned,Yes,No,599867.0,38786.0,33.0,Yes,3.9,,Yes
1504.0,38.0,Female,Mumbai,Graduate,Salaried,147884.0,688.0,357806.0,36.0,14.47,3.0,,Divorced,,,Yes,No,361051.0,23411.0,,,,Medium,
,38.0,Male,Bangalore,,Self-Employed,10773.0,835.0,359559.0,24.0,14.37,4.0,No,Single,1.0,Owned,Yes,Yes,217734.0,,255.0,Yes,1.4,,No
1506.0,66.0,Female,Ahmedabad,PhD,Salaried,80780.0,317.0,136694.0,24.0,17.97,2.0,Yes,Divorced,0.0,Mortgaged,Yes,Yes,,74890.0,187.0,Yes,4.4,Low,Yes
1507.0,36.0,,,Graduate,Business,163416.0,641.0,625317.0,,14.02,3.0,,Single,2.0,Owned,Yes,No,552961.0,70394.0,339.0,No,3.1,High,Yes
1508.0,19.0,Male,Chennai,Diploma,Self-Employed,108827.0,343.0,637394.0,60.0,,3.0,No,Divorced,4.0,Rented,,No,852648.0,52246.0,333.0,Yes,1.4,Medium,Yes
1509.0,,Male,Chennai,Diploma,Business,11983.0,463.0,565157.0,,12.07,1.0,Yes,Divorced,0.0,Rented,No,Yes,,98196.0,262.0,,1.2,Low,No
1510.0,42.0,,Hyderabad,PhD,Salaried,69361.0,626.0,101716.0,36.0,16.66,4.0,,Married,3.0,Mortgaged,,Yes,887090.0,46705.0,319.0,Yes,,,No
1511.0,23.0,Female,Bangalore,,Salaried,84550.0,317.0,28602.0,72.0,18.89,2.0,Yes,Divorced,1.0,Owned,No,No,322330.0,62129.0,330.0,No,,Low,
1512.0,59.0,,Mumbai,Diploma,,161934.0,667.0,127642.0,,17.36,3.0,No,Single,,Owned,,No,766015.0,37888.0,272.0,No,4.9,Medium,Yes
1513.0,50.0,Male,,Graduate,Salaried,14998.0,877.0,300944.0,48.0,11.72,1.0,Yes,Divorced,5.0,,Yes,No,785889.0,14601.0,,No,,High,Yes
1514.0,22.0,Female,Mumbai,PhD,,159808.0,798.0,423141.0,60.0,9.11,5.0,Yes,Married,3.0,Mortgaged,No,No,246037.0,13813.0,47.0,No,2.9,Low,Yes
1515.0,38.0,Male,Delhi,PhD,Self-Employed,196287.0,318.0,514960.0,72.0,6.93,2.0,No,Single,1.0,Mortgaged,No,Yes,,50234.0,66.0,No,1.1,Low,No
1516.0,49.0,Male,Mumbai,High School,,,586.0,425075.0,72.0,9.62,,Yes,,3.0,Mortgaged,Yes,Yes,136304.0,62442.0,85.0,Yes,2.0,Low,No
1517.0,66.0,Female,Chennai,PhD,Business,12680.0,620.0,179550.0,,16.78,,,Single,3.0,Rented,,,1443593.0,,,,1.3,,No
1518.0,62.0,Female,Ahmedabad,Diploma,Salaried,43577.0,476.0,712250.0,24.0,9.37,5.0,No,,5.0,Owned,,Yes,383799.0,67465.0,117.0,Yes,3.2,Medium,Yes
,64.0,Male,Mumbai,High School,Self-Employed,28529.0,,733865.0,,15.23,0.0,No,Married,4.0,,Yes,No,529714.0,20562.0,225.0,No,1.1,Low,No
1520.0,,Male,Bangalore,PhD,Unemployed,153983.0,808.0,727890.0,48.0,9.69,0.0,Yes,Single,,Rented,,,1068917.0,58127.0,229.0,No,4.9,Low,
1521.0,47.0,Female,,PhD,Salaried,141513.0,788.0,520826.0,,9.98,2.0,No,,1.0,Owned,Yes,No,100170.0,87122.0,,No,3.4,Medium,No
1522.0,28.0,Female,Delhi,High School,Unemployed,148908.0,389.0,567204.0,36.0,9.04,0.0,Yes,Divorced,1.0,Rented,Yes,No,1279048.0,5169.0,128.0,Yes,3.3,,Yes
